id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,explanation,difficulty,experience_level,tags,keywords,source,created_date
196,System Design,Database Design,What problem does Read Replicas solve?,Code organization,Database scalability and design,User interface,Network routing,B,Read Replicas addresses database challenges by Scale read operations for Handle read-heavy workloads.,4,Senior,database_design,read replicas,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
197,System Design,Database Design,What problem does Connection Pooling solve?,Code organization,Database scalability and design,User interface,Network routing,B,Connection Pooling addresses database challenges by Reuse database connections for Resource efficiency.,4,Senior,database_design,connection pooling,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
198,System Design,Database Design,What problem does Database Federation solve?,Code organization,Database scalability and design,User interface,Network routing,B,Database Federation addresses database challenges by Split databases by function for Avoid monolithic database.,4,Senior,database_design,database federation,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
199,System Design,Database Design,What problem does Master-Slave Replication solve?,Code organization,Database scalability and design,User interface,Network routing,B,Master-Slave Replication addresses database challenges by Replicate writes to multiple databases for High availability.,4,Senior,database_design,master-slave replication,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
200,Programming Languages,Java,What is Stream API used for in Java?,Functional programming for collections,Database connection,File system access,Network communication,A,Stream API in Java provides Functional programming for collections for Concise code.,4,Senior,"java,advanced","stream api,java",Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
201,Programming Languages,Java,What is CompletableFuture used for in Java?,Asynchronous programming,Database connection,File system access,Network communication,A,CompletableFuture in Java provides Asynchronous programming for Non-blocking operations.,4,Senior,"java,advanced","completablefuture,java",Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
202,Programming Languages,Java,What is Method References used for in Java?,Shorthand for lambda expressions,Database connection,File system access,Network communication,A,Method References in Java provides Shorthand for lambda expressions for Code readability.,4,Senior,"java,advanced","method references,java",Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
203,Programming Languages,Java,What is Optional used for in Java?,Handle null values safely,Database connection,File system access,Network communication,A,Optional in Java provides Handle null values safely for Null safety.,4,Senior,"java,advanced","optional,java",Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
204,Programming Languages,Java,What is Annotations used for in Java?,Metadata for classes and methods,Database connection,File system access,Network communication,A,Annotations in Java provides Metadata for classes and methods for Framework integration.,4,Senior,"java,advanced","annotations,java",Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
205,Programming Languages,Java,What is Generics used for in Java?,Type safety at compile time,Database connection,File system access,Network communication,A,Generics in Java provides Type safety at compile time for Code reusability.,4,Senior,"java,advanced","generics,java",Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
206,Programming Languages,Java,What is Reflection used for in Java?,Examine classes at runtime,Database connection,File system access,Network communication,A,Reflection in Java provides Examine classes at runtime for Framework development.,4,Senior,"java,advanced","reflection,java",Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
207,Programming Languages,Java,What is Serialization used for in Java?,Convert objects to bytes,Database connection,File system access,Network communication,A,Serialization in Java provides Convert objects to bytes for Data persistence.,4,Senior,"java,advanced","serialization,java",Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
208,Programming Languages,Java,What is Thread Pool used for in Java?,Manage thread lifecycle,Database connection,File system access,Network communication,A,Thread Pool in Java provides Manage thread lifecycle for Resource management.,4,Senior,"java,advanced","thread pool,java",Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
209,Programming Languages,Java,What is Memory Model used for in Java?,Define thread interactions,Database connection,File system access,Network communication,A,Memory Model in Java provides Define thread interactions for Concurrency safety.,4,Senior,"java,advanced","memory model,java",Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
210,Programming Languages,Python,What is the purpose of Metaclasses in Python?,Classes that create classes,Network programming,GUI development,Database queries,A,Metaclasses enables Classes that create classes for Dynamic class creation.,4,Senior,"python,advanced","metaclasses,python",Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
211,Programming Languages,Python,What is the purpose of Context Managers in Python?,Resource management with with statement,Network programming,GUI development,Database queries,A,Context Managers enables Resource management with with statement for Automatic cleanup.,4,Senior,"python,advanced","context managers,python",Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
212,Programming Languages,Python,What is the purpose of Descriptors in Python?,Customize attribute access,Network programming,GUI development,Database queries,A,Descriptors enables Customize attribute access for Property behavior.,4,Senior,"python,advanced","descriptors,python",Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
213,Programming Languages,Python,What is the purpose of Async/Await in Python?,Asynchronous programming,Network programming,GUI development,Database queries,A,Async/Await enables Asynchronous programming for Concurrent execution.,4,Senior,"python,advanced","async/await,python",Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
214,Programming Languages,Python,What is the purpose of GIL Impact in Python?,Global Interpreter Lock effects,Network programming,GUI development,Database queries,A,GIL Impact enables Global Interpreter Lock effects for Threading limitations.,4,Senior,"python,advanced","gil impact,python",Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
215,Programming Languages,Python,What is the purpose of Memory Management in Python?,Reference counting and garbage collection,Network programming,GUI development,Database queries,A,Memory Management enables Reference counting and garbage collection for Automatic memory handling.,4,Senior,"python,advanced","memory management,python",Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
216,Programming Languages,Python,What is the purpose of Import System in Python?,Module loading mechanism,Network programming,GUI development,Database queries,A,Import System enables Module loading mechanism for Code organization.,4,Senior,"python,advanced","import system,python",Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
217,Programming Languages,Python,What is the purpose of Pickle Protocol in Python?,Object serialization,Network programming,GUI development,Database queries,A,Pickle Protocol enables Object serialization for Data persistence.,4,Senior,"python,advanced","pickle protocol,python",Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
218,Programming Languages,Python,What is the purpose of Virtual Environments in Python?,Isolated Python environments,Network programming,GUI development,Database queries,A,Virtual Environments enables Isolated Python environments for Dependency management.,4,Senior,"python,advanced","virtual environments,python",Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
219,Programming Languages,Python,What is the purpose of Type Hints in Python?,Static type checking,Network programming,GUI development,Database queries,A,Type Hints enables Static type checking for Code documentation.,4,Senior,"python,advanced","type hints,python",Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
220,System Design,Microservices,What is the primary purpose of API Gateway?,Data storage,Single entry point for all clients,User authentication,Code deployment,B,API Gateway is implemented to provide Single entry point for all clients for Request routing and composition.,4,Senior,"microservices,patterns",api gateway,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
221,System Design,Microservices,When should you implement API Gateway?,Always,When you need request routing and composition,Never,Only in production,B,API Gateway should be implemented when the system requires request routing and composition.,4,Senior,"microservices,decision_making",api gateway,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
222,System Design,Microservices,What is the primary purpose of Service Discovery?,Data storage,Locate services dynamically,User authentication,Code deployment,B,Service Discovery is implemented to provide Locate services dynamically for Dynamic service registration.,4,Senior,"microservices,patterns",service discovery,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
